text,label
"Went to the Dodgers game tonight -- it was cap night.
 
Astacio pitched ok, but had control trouble all night.
In the first, he walked a batter, balked him to second, then
a single scored the run, with the batter taking second on the
throw home.  Another single made the score 2-0 Cards.
 
Lasorda tried a new line up featuring Butler, Reed, And Piazza
batting third!  Darryl and Eric were benched in favor of Snyder
and Webster.
 
Piazza homered in the first to make the score 2-1 Cards.
The Dodgers tied the game in the second on a two out single
by Offerman.
 
By the fourth inning, Astacio had already made about 80 pitches, but
the score was still 2-2.  The Dodger defense made SEVERAL impressive
plays.  Piazza looked GREAT behind the plate, gunning down a runner
trying to steal second, throwing a runner out at first who
had strayed a bit from first base, etc.
 
Karros also made a spectacular play, keeping a ball from going into
the outfield.  The runner on first was so sure that ball was going
through, he just kept running past second.  Karros got up and threw
to third and EASILY got the runner at third.
 
My heart sank in the 7th when Gross got up to warm up in the bullpen.
 
Astacio was lifted for a pinch hitter, and when Gross entered the game
with the score still 2-2, Dodger fans just KNEW it was over.
 
Gross was relieving because he stunk on Tuesday, pitching just 2 1/3
innings, forcing Lasorda to use much of his bullpen.  The 15 inning
game had the same effect the next night...so only Gross was fresh
given his light work out Tuesday.
 
Gross lived up to his name.  He walked the first batter, gave up a hit
to the second, and walked the bases loaded.  After a grounder resulted
in a force at home, Zeile lifted a scoring fly ball to make it
3-2 Cards.  Gross paid little attention to the runners, and the next
thing you knew, the Cards had stolen a fourth run.  The runner on
first was eventually tagged out in the run down, but the 4th run had
scored long before that.
 
Meanwhile, the Dodgers mounted little offense after the second inning.
Lee Smith pitched the ninth.  He had little trouble getting Karros
and Wallach (does anyone have trouble with Wallach these days?).
Cory Snyder collected his first hit as a Dodger, a single, but
that was all the offense the Dodgers could mount.  Smith got his
third straight save against the Dodgers and all I got was my
free Dodger cap and a good look at Piazza.  If Piazza keeps this
up all year, he will be a strong candidate for rookie of the year
honors.  Though its really early, Karros is already showing signs
of a sophomore jinx year.
 
The final score...Cardinals 4 runs on 7 hits.
Dodgers 2 runs on 7 hits.",rec.sport.baseball
": Has anyone ever heard of a food product called ""Space Food Sticks?"" 

I remember those awful things.  They were dry and crumbly, and I
recall asking my third-grade teacher, Miss G'Francisco, how they
kept the crumbs from floating around in zero-G.  She had no clue.
I have not seen anything like them in today's space program.

Some Apollo technology is best forgotten.

-- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
      kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368",sci.space
"
Or have different classes of competetors.. and made the total purse $6billion
or $7billion (depending on how many different classes there are, as in auto
racing/motocycle racing and such)..",sci.space
": Frank Crary posted:
: : Sure, but the difference in per-capita crime rates predates the
: : gun control laws: The homicide rate in England was a tenth that
: : of America, back when anyone in England could buy a gun without
: : any paperwork at all.

: Steve Manes asks:
: > Got a citation for this?

: Colin Greenwood from Scotland Yard did a study that showed that gun
: control has had no effect on crime or murder rates in the UK.  His book,
: _Firearms_Controls_, has been published in London by Keegan Paul (name
: may be misspelled).

Others dispute that, like Richard Hofstadter, <America As A Gun Culture>,
and Newton and Zimring's <Firearms and Violence in American Life>.  But,
again, statistics between too dissimilar cultures are difficult to
quantify.

I don't know how anyone can state that gun control could have NO
effect on homicide rates.  There were over 250 >accidental< handgun
homicides in America in 1990, most with licensed weapons.  More
American children accidentally shot other children last year (15)
than all the handgun homicides in Great Britain.  (Source: National
Safety Council.  Please... no dictionary arguments about RATES vs
TOTAL NUMBERS, okay?  They're offered for emphasis, not comparison).

If Mr. Greenwood believes that Brits are much too sober and
coordinated to make such mistakes I'd like to introduce him to my
friend, Amanda from Brighton.  I used to have some pretty nice
crystal in my place until she moved in.  I've gotten used to the
snide comments from guests about the clown motif on my rubber
wine glasses.
",talk.politics.guns
"

I don't know how quickly YOU can get a woodstove to heat up from a cold
start, but mine takes about three hours.


Mox nix.  The BD's were prepared to provide their own heat and light,
and were doing so for weeks while the power was out.  That means the
compound contained containers of flammable liquids or gases (that could
be busted by a tank intrusion), plus ignition sources, which no one can 
tell for sure were all off at the time.


On the contrary.  We are proposing alternate scenarios.  The people who
are coming to wild conclusions are the feds, who are absolutely positive
how the fire started, even though none of them were in a position to 
see it, either (and the stories they ""hear"" from their prisoners changes
hourly).
-- ",talk.politics.guns
"What is the deal with life on Mars?  I save the ""face"" and heard 
associated theories. (which sound thin to me)

Are we going back to Mars to look at this face agian?
Does anyone buy all the life theories?
",sci.space
"
In Texas, it is legal to carry handguns while ""traveling"", and also to and from
sporting activities.           ^^^^^^^^

Chapter 46 of the Texas State Penal Code does NOT restrict long guns.
Therefore, it is legal to carry and transport long guns any place in Texas.",talk.politics.guns
"Can somebody elaborate on ""Area Ruling"".  I gather it's something to
do with aerodynamics of trans-sonic planes, and can be summarised as
""Coke bottle good, Coke can bad"".  Anyone provide more details,
derivation etc?",sci.space
"





 No one says you have to read any of it Ralph.. Go play in traffic.., or take 
a nap... They work for me.. ",rec.sport.baseball
"The Orioles' pitching staff again is having a fine exhibition season.
Four shutouts, low team ERA, (Well, I haven't gotten any baseball news since
March 14 but anyways) Could they contend, yes. Could they win it all?  Maybe.

But for all those fans of teams with bad spring records, remember Earl
Weaver's first law of baseball (From his book on managing)

No one gives a damn in July if you lost a game in March. :)

BTW, anyone have any idea on the contenders for the O's fifth starter?
It's pretty much set that Sutcliffe, Mussina, McDonald and Rhodes are the
first four in the rotation.",rec.sport.baseball
"


I should probably re-post this with another title, so that
the guys on the other thread would see that this is a practical
use of ""temporary orbits...""

Another possible temporary orbit:
",sci.space
"I was watching the Dodgers/Marlins game yesterday and a couple of
things impressed me.  

First is that the way the sun was shining in Miami, it had a summer
atmosphere in early spring for baseball.  In comparison Wrigley Field
in early April still has a wintry look to it with the dead ivy and
bundled up fans.  

The second and most important was the fans.  I like these guys/gals!
I will admit I am a football fan first but I still enjoy baseball.
It was interesting because most of these fans are only accustomed to
the Miami Dolphins.  The way they were cheering, I thought it was the
AFC playoffs.  Of course opening day may have A LOT to do with it,
but I really got feeling of electricity that I think is lacking with
a lot of baseball fans in other cities.  

Baseball certainly needs a charge and I hope these two expansion
teams bring back some excitement.  We'll find out Friday how Denver
Bronco fans respond. ",rec.sport.baseball
"I thought that the Clipper Chip that was posted to t.p.g (sorry, I lost
the original post) was a joke.  I really did.  I didn't believe it for
a second.  But on the way to work this morning, I heard about it on NPR.

This scares me almost as much as the doublespeak emanating from the
FBI and BATF in Waco.
",talk.politics.guns
"I am looking for a source of American League baseball stats for
individual players in the same format as printed in newspapers, ie. I do
not want to provide a list of players and get back nice printed reports
for $35 a week.

Does anyone know of such statistics availability and an idea of the
cost?",rec.sport.baseball
"
Oh... I forgot... Art Shamsky, former Red and Mets player.  Batted .301
between injuries in 1969 (fell short of qualifying for Top 10 because of
injuries and platoon with Ron Swoboda; no Swobo wasn't Jewish).",rec.sport.baseball
"
Another word (offense) makes them my pick for last too.
(Well, there's also my policy of never picking a Buck Rodgers' team for last)


The 1961 Angels were  1/2 game out of 7th. The Athletics and 
expansion Senators finished tied for last. 
The 1962 Colt 45's finshed 8th - ahead of the Cubs (the Mets were last).
The 1969 Royals finshed 4th - ahead of the White Sox (the Pilots in last).
The 1977 Mariners finished 6th - ahead of the Athletics(in last).

Apparently being an expansion team with a poor A's or Chicago 
team around is a `good thing'


This may be an appropriate comparison.
The 1929-31 Yankees finshed 2nd, 3rd and 2nd finshing 
18, 16 and 13-1/2 games out of first. 
In 1933,'34 and '35 they also finished second ( though they were only
7, 7 and 3 games out).
Even great teams can lose - That's why they play the season.
(on the other hand... I'm still picking the Braves to go all the way)",rec.sport.baseball
"I've been running a daily summary of the Randy Weaver/Kevin
Harris trial from here in Boise.  These summaries are sent
primarily to mailing lists.  However, I was wondering if
people would be interested in seeing them here.  Post or
email.

Drew ",talk.politics.guns
"
Such as?  Drunk drivers get back on the road in no time, to kill again.  Seems  
the driver's license process does not work for this.


Because you wanted one while you were underage.


Only on public roads.


Only if it is to be driven on public roads, other than between segments of my  
property.


Only on public roads.


Perhaps, if it gave them permission to shoot in public roads and parks. :-)


Jim

--
jmd@handheld.com",talk.politics.guns
"-> > This mention of a well regulated militia is what confuses me.  According
-> > to the Federalist Paper's, a well regulated militia has a well defined 
-> > structure and follows nationally uniform regulations.
-> 
-> Perhaps you should actually READ the Federalist Papers!!

Perhaps you should, reread Federal 29 which deals exclusively with the
""well regulated malitia.""  Here is what is says about its character:

	 To oblige the great body of the yeomanry, and of the other classes
	 of the citizens, to be under arms for the purpose of going through
	 military exercises and evolutions, as often as might be necessary to
	 acquire the degree of perfection which would entitle them to the
	 character of a well-regulated militia, 

It also talks about the ""well regulated militia"" having a nationally
uniform in structure and disipline.  

I will note you did quote the end of this particular paragraph which states:

    	Little more can reasonably be aimed at, with
	respect to the people at large, than to have them properly armed
	and equipped; and in order to see that this be not neglected, it
	will be necessary to assemble them once or twice in the course of
	a year.

But, do you knew how much organization is required to training a large
group of poeple twice a year.  Just to try to get the same people
every year, provide a basic training to new people so they can
be integrated into the force, and find a suitable location, it 
requires a continually standing committee of organizers.  

Since a well regulate militia is nationally uniform in structure and
disipline, and meet once or twice a year to train, how can you claim
a ""well regulated militia"" is not well organized.  But I will concide 
a ""well organized militia"" is not necessarily a ""well regulated militia."" 

Several people have stated that the ""well organized militia"" is
what is defined under 10 USC 311, which states

	The militia of the United States consists of all able-bodied 
	males at least 17 years of age and, except as provided in 
	section 313 of title 32, under 45 years of age who are, 
	or who have made a declaration of intention to become, 
	citizens of the United States and of female citizents of 
	the United States who are commissioned officers of the 
	National Guard.

This deos define the militia, but were is the adjective ""well regulated.""
10 USC 311 does not define a ""well regualed militia"" in any way, shape, 
or form.  It only defines who can become part of a well regulated militia
The Federalist Papers CLEARLY define the ""well regualed militia"" as a
proper SUBSET of the militia.  In the same paragraph quoted above, it
talk above ""disciplining all the militia of the United States"" so they
fit the ""character of a well-regulated militia.""  This is what the
paragraph states about the associated costs:

	It would form an annual deduction from the productive labor 
	of the country, to an amount which, calculating upon the 
	present numbers of the people, would not fall far short 
	of the whole expense of the civil  establishments of all 
	the States. To attempt a thing which would abridge the 
	mass of labor and industry to so considerable an extent,
	would be unwise: and the experiment, if made, could not 
	succeed, because it would not long be endured.


Another quote provide by Charles Scripter is:
James Madison, Federalist Paper 41 (regarding the ""General Welfare"" clause): 
	""Nothing is more natural nor common than first
	to use a general phrase, and then to explain and qualify it by a
	recital of particulars.""

So the phrase ""the right of the people to keep and bear Arms, shall 
not be infringed"" must either qualify or explain the phrase ""a well 
regulated militia, being necessary to the security of a free state.""  
The definition of ""explain"" as stated in ""The American Hertitage
Dictionary of the Enlish Language"" The New College Edition, 1982 is:
	1) To make plain or comprehensible; remove obscruity from;
	   elucidate: ""It was the economists who undertook to explain 
	   this puzzle""
	2) To define; explicate; expound: He explained his plan.
	3) To offer reasons for or a cause of; an answer for' justify:
	   explain an error
The second phrase clearly does not ""explain"" the first, therefore
the second phrase must ""qualify"" the first.  The definition given
for ""qualify"" is:
	1) To describe by enumerating the characteristics or qualities
	   of; characterize.
	2) To make competent or suitable for office, position, or 
	   task.
	3) To give legal power to; make legally capable.
	4) To modify, limit, or restrict, as giving exceptions.
	5) To make less harsh or severe; moderate
	6) Grammar: To modify the meaning of (a word or phrase)
Since ""the right of the people to keep and bear Arms, shall not be
infringed"" does not describe, modify or make less harsh anything and
it has nothing to do with grammar or some sort of position or task.
By process of elimination it must fall into definition #3.  And since
#3 deals with legal power, the same thing the Constitution does, it
must be the correct definition in this case.  Therefore, ""the right 
of the people to keep and bear Arms"" gives legal power to the ""well 
regualated militia"" and this legal power ""shall not be infringed"".  

I thank you very much Mr Scripter, you have provided me with more 
evidence that the Second Amendment only concerns itseft with the 
people's right to form well regulate militia, and says very little 
about the right of an untrained person to ""keep and bear"" a .50 caliber
machine gun.  And since I, totally untrained in the use of any firearm
(something I personly have meant to correct by going to a NRA gun
safety course and joining a gun club), cannot legally buy such a machine
gun, I conclude the courts and democraticly elected congress agree with
me.

-> So now we know which category Mr. Rutledge is in; He means to destroy
-> our Liberties and Rights.

I mean ""to destory our Liberties and Rights.""  Is that why a participate
in the discussion of exactly what ""our Libertues and Rights"" are?  I 
force my version of ""our Liberties and Rights"" by begining statements
of what ""our Liberties and Rights"" with ""All that the Second Amendment 
clearly states to me.""   Using expressions, such as ""states to me,"" 
clearly mean I intend to force my views on others?  I don't think so.

So in effort not to force my views and not ""to destory our Liberties and
Rights,""  I state that nothing I have written, or will write, in
the matter of ""Liberties and Rights"" is the final word.  For I am only
one person among many and the final word on ""Liberties and Rights"" cleary
and irrevocably belongs to the many.",talk.politics.guns
"===
I aint talking the large or even the ""mining companies"" I am talking the small
miners, the people who have themselves and a few employees (if at all).The
people who go out every year and set up thier sluice box, and such and do
mining the semi-old fashion way.. (okay they use modern methods toa point).

I am talking the guy who coem to Nome evry year, sets up his tent on the beach
(the beach was washed away last year) and sets up his/her sluice box and goes
at it ""mining"".
I know the large corps, such as Alaska Gold Company, might complain to..

My opinions are what I learn at the local BS table..

My original thing/idea was that the way to get space mining was to allow the
eco-freaks thier way.. As they have done with other mineral development.
You can't in many places can't go to the bathroom in the woods without some
form of regulation covering it.. ",sci.space
"
Ever hear about cutting off the electricity? That was done.
How effective is an electric stove then?",talk.politics.guns
"
Is the license required for driving a car exclusively on private
property, such as a farm? Here in the United States, the license
is required only for the use of public roads.


We also have a nation of 250 million people, _many_ issues and
usually only two candidates for a given office. A President
might be willing to abuse mild gun control laws and create
a de-facto ban (something a majority of the people would object to)
and still be elected: The voters might look at issues like the
civil rights of minorities, health care, etc... and vote
for the ""lesser of two evils."" I don't think this is a matter
of paranoia, since local governments in (for example) New York
and Chicago have abused existing, mild gun control laws to 
create a virtual ban.


In which case, the United States already has adaquate gun control laws:
According to federal statistic, only 7% of gun-wielding criminals
legally purchase their own guns from licensed dealers. If that's
the point of gun control (to prevent criminals from legally purchasing
guns) then America doesn't need any additional laws to accomplish
this.


How is this any different from guns? There are legal purposes for
owning and using a gun: They are appropriate tools for hunting,
target shooting and self-defence. Like cars, murder isn't
their only (or even a common) use.


I certainly couldn't imagine the American public accepting regulation
of axes. While the politics of other nations may be different,
in America there is strong opposition to any intrusive law that
primarily would effect the average, law-abiding citizen who had
not done anything wrong.


A good way to deal with which problem? It is an excelent way to deal 
with the short-term problem of rioting and violent attacks. Of course,
it doesn't do anything for the long-term issues that start riots. But
at this point, what can these individuals do about long-term social
problems? 


There are, according to surveys, guns in 40% of American homes.
In many parts of the country, this is closer to 100%. Those places
where almost everyone owns a gun are, on average, safer than those
where guns are less common.


This is, I think, a fundamental difference between American government
and that of other nations. Here it is not acceptable to punish
or restrict the average, law-abiding citizen in the name of some
vague ""common good."" ",talk.politics.guns
"I would e-mail this to you, but my mailserver doesn't recognize you or
something.

Anyway, the worst pitcher on the Yanks. If you mean currently on the team,
then I have to go with Scott ""I'm a schizophrenic...No, I'm NOT!""
Kamienicki. Sure, occasionally the guy can pitch well for 5 or 6 innings,
but then he starts to go insane. A sure sign that he's losing his stuff
(and his mind) is when he starts to stalk around the mound between batters
and yell at himself.

The worst all-time Yanks pitcher?  Gotta go with Ed ""New York? I have to
pitch in [gulp] New York?"" Whitson. 'Nuff said!


--I'm outta here like Vladimir!
-Alan Sepinwall XVIII",rec.sport.baseball
"Politicians want to eliminate private ownership of guns before the
general public starts violently resisting the tax increases needed
to fund the federal government as an ever higher percentage of tax
revenue goes to pay interest on the national debt (currently 57 cents
out of every tax dollar collected and rising).

-- 
Dave Feustel N9MYI <feustel@netcom.com>",talk.politics.guns
"Compiled from the last five Defensive Average reports, here are the career
DAs for the individual players in the reports.  Stats are courtesy of
Sherri Nichols.  Players are listed in descending order.

Third Basemen
-------------

Name                 1988  1989  1990  1991  1992   88-92
Mitchell, Kevin      .690  ----  ----  ----  ----   0.690
Gonzales, Rene       .685  ----  ----  ----  ----   0.685
Leius, Scott         ----  ----  ----  .653  .680   0.672
Pendleton, Terry     .692  .685  .631  .689  .634   0.667
Ventura, Robin       ----  ----  .641  .647  .677   0.657
Wallach, Tim         .728  .674  .600  .630  .665   0.657
Gruber, Kelly        .717  .657  .580  .630  .664   0.650
Pagliarulo, Mike     .631  ----  .575  .744  ----   0.649
Harris, Lance        ----  ----  .642  .652  ----   0.648
Howell, Jack         .656  .666  .609  ----  ----   0.647
Williams, Matt       ----  ----  .633  .653  .656   0.647
Caminiti, Ken        ----  .675  .630  .653  .596   0.642
Sabo, Chris          .751  .626  .616  .613  .575   0.642
Gaetti, Gary         .616  .638  .655  .632  ----   0.637
Buechele, Steve      .647  .616  .647  .681  .599   0.635
Salazar, Luis        ----  .617  .643  .637  ----   0.632
Pecota, Bill         ----  ----  ----  .629  ----   0.629
Schmidt, Mike        .628  ----  ----  ----  ----   0.628
Riles, Ernie         ----  .627  ----  ----  ----   0.627
Boggs, Wade          .643  .659  .550  .653  .634   0.626
Martinez, Egdar      ----  ----  .621  .645  .599   0.624
Molitor, Paul        .633  .617  ----  ----  ----   0.624
Phillips, Tony       ----  ----  .623  ----  ----   0.623
*NL Average*         .643  .625  .602  .623  .603   0.619
Brookens, Tom        .616  ----  ----  ----  ----   0.616
King, Jeff           ----  ----  .616  ----  ----   0.616
Seitzer, Kevin       .654  .583  .593  ----  .635   0.616
*AL Average*         .641  .612  .604  .620  .602   0.615
Jacoby, Brook        .624  .621  .600  ----  .597   0.613
Hansen, Dave         ----  ----  ----  ----  .611   0.611
Law, Vance           .635  .576  ----  ----  ----   0.611
Magadan, Dave        ----  ----  ----  ----  .609   0.609
Jefferies, Greg      ----  ----  ----  ----  .606   0.606
Sharperson, Mike     ----  ----  .606  ----  ----   0.606
Zeile, Todd          ----  ----  ----  .614  .593   0.605
Baerga, Carlos       ----  ----  ----  .604  ----   0.604
Hayes, Chris         ----  .601  .622  .606  .574   0.602
Livingstone, Scott   ----  ----  ----  ----  .597   0.597
Hamilton, J.         .611  .584  ----  ----  ----   0.595
Kelly, Pat           ----  ----  ----  .595  ----   0.595
Lyons, Steve         .590  ----  ----  ----  ----   0.590
Oberkfell, Ken       .590  ----  ----  ----  ----   0.590
Johnson, Howard      .628  .549  .611  .573  ----   0.588
Bell, Buddy          .587  ----  ----  ----  ----   0.587
Lansford, Carney     .620  .578  .594  ----  .550   0.587
Presley, Jim         .643  .595  .530  ----  ----   0.584
Schu, Rick           ----  .584  ----  ----  ----   0.584
Worthington, Cal     ----  .583  .575  ----  ----   0.580
Hollins, Dave        ----  ----  ----  ----  .577   0.577
Sheffield, Gary      ----  ----  .584  ----  .567   0.575
Blauser, Jeff        ----  .573  ----  ----  ----   0.573
Fryman, Travis       ----  ----  ----  .571  ----   0.571
Gantner, Jim         ----  ----  ----  .570  ----   0.570
Gomez, Lee           ----  ----  ----  .551  .542   0.546
Palmer, Dean         ----  ----  ----  ----  .520   0.520
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Grad Student At Large",rec.sport.baseball
"I've a curiousity --

  Whenever a person is put on the 15-day, 30-day or 60-day, 
 the person is on the list longer than the specificed time

  I've seen a person on the 15-day for maybe 4 months last year, I don't
 remember what...

 I just need a little clarification on the disabled list specifications.

- Scotyy
",rec.sport.baseball
"Any more news on Steve's status since he lost the starting job
would be appreciated",rec.sport.baseball
"
The current mining regulations and fees were set in the 1800's!
What the so-called ""eco-freaks"" want to do is to simply bring those
fees in line with current economic reality.  Currently, mining companies
can get access to minerals on public lands for ridiculously low prices --
something like $50!  The mining lobby has for decades managed to block
any reform of these outdated fees.  In fact, the latest attempt to reform
them was again blocked -- President Clinton ""compromised"" by taking the
mining fee reforms out of his '94 budget, and plans to draft separate
legislation to fight that battle.
If you want to discuss this further, I suggest you take this to talk.environment.",sci.space
"
You obviously did not watch the Twins in Chicago.

No cold spell?  It's been snowing most of the week in Minnesota.
(5 inches in Duluth last weekend)


Yup.
",rec.sport.baseball
"




We have no way of knowing because we cannot separate Morris' contribu-
tion  from the rest of the team's.  There is only one way of determin-
ing ""best"" in baseball.  And that is by looking at the  scoreboard  at
the  end  of  the game.  Each game determines which *team* is the best
that day.  At the end of the season, the team that was  the  best  the
most  often  is  the best in the division.  The playoffs determine the
best of the best.  But the point is that the only decision making pro-
cess  used to determine the ""best"" is the score of the game and it re-
lates to the *teams*.  Not the individual players.  There is no method
inherent  in  baseball of comparing individual performances.  And that
is how it should be, because, after all, baseball is a team game.

To say that one player is better than another is to be able to say ab-
solutely  that  player A's team would have played better with player B
in their lineup.  Sheer speculation.  Impossible to ascertain.

If you want to select a group of statistics and claim that Clemens has
done  better  with those statistics as a criteria, then fine.  But you
have  to  be  able  to  prove  that  those  statistics   measure   the
individual's  contribution  to  winning  the WS - because  that is the
only measure of ""best"" that has any meaning in the  context  of  base-
ball.   So  until you can prove that Clemens contributes to a WS cham-
pionship more than Morris your evaluation of  Clemens is totally  sub-
jective  and  is  mere opinion.  I have yet to see that any of you can
predict a WS winner with any greater accuracy than Jeanne Dixon.


Exactly.  The Jays won with Morris pitching.   And  Boston  wins  with
Clemens pitching.  I am not saying that Morris is better than Clemens.
I am saying that individual comparisons between  players  are  totally
meaningless  and  that anyone claiming that Clemens is better based on
his ERA has missed the point of what baseball is all about.


You don't have to be rude.


For you to say that means that you have either missed the entire point
of  my  argument, or you yourself have committed a fallacy - Ignoratio
Elenchi.  I am not saying that Morris is better than Clemens   because
he   has  more   rings   (although  I  have,  tongue in cheek, claimed
that in the past).  I am saying that it is impossible to  isolate   an
individual's  performance   from that of his team's for the purpose of
comparing that individual's performance with another individual's per-
formance.

The stats are a nice hobby and  that's  about  it.  There  is  no  new
knowledge being produced.  So when a poster claims that Morris is better
than Clemens because he has more rings, the poster is no more nor less 
incorrect than the rest of you baying hounds.

-- ",rec.sport.baseball
"

But whatever the neutrons hit has a good chance of absorbing the
neutron and becoming radioactive itself. Mostly, that means water
turning into (harmless) heavy water. But some neutrons would 
also hit bones, and the resulting harmfull, secondard radioactives
would remain in the body for decades. I think an unshielded nuclear
warhead could reasonably be considered a public health hazard.

As for a shielded warhead, I think a fair amount of maintaince
is required for it to remain safely shielded (e.g. storage in
a dry, temperature-regulated facility, etc...) For private
ownership to be unregulated, I think a single individual must
be able not only to keep the weapon, but keep it in a safe
condition. If any random private citizen could not properly
keep, maintain and store a nuclear weapon, then some regulation
is clearly appropriate.



I disagree with this purpose: The job of the militia is to defend
themselves and their community. If you look at the American 
revolution as an example, the militias won by seperating themselves
from, and becoming independent of, a repressive government. They
didn't overthrow it, and those communities (Canada and England, for 
example) that didn't defend themselves were still under that same
old regime. If the role of the militia were offensive, to go out and
destroy repressive governments, nuclear weapons _might_ be appropriate.
But their jobs is defensive, and nuclear weapons aren't suited
for that.

There is also the question of personal and collective arms: The
Second Amendment definately protects ownership of personal
weapons (since the very nature of the militia requires members
to provide their own arms.) But it isn't clear if it covers
other arms. Certainly, not all members would supply (for example)
a tank, only a few could or (if they were to be used effectively)
should. However, those providing the heavy weapons have a 
disproportionate control over the militia and its fierpower.
The militias, as the framers envisioned them, were extremely
democratic: If only 50% of the members supported the cause, only
50% would respond to a muster, and the militia's firepower would
be proportionately reduced. Militia firepower and the popular
will were, therefore, linked. But if a small minority of the
members supplied a large fraction of the firepower (in the
form of heavy weapons) this would all change: The militia's
firepower would depend on the will of a small minority, not
of the general public. Worse, that minority would be quite
different from the general public (at the very least, they
would be much richer.) As a result, I think the nature and
character of the militia requires that each member provide
a roughly equal share of the militia's firepower: His personal
weapons, and some equitable fraction of a squad's heavier firepower.",talk.politics.guns
"How does one read the betting spreads for baseball?  They tend to be something
like 8-9 which means it must not be runs!

Thanks.
-- 
-------------------------------------------------------------------------------
David Rex Wood -- davewood@cs.colorado.edu -- University of Colorado at Boulder",rec.sport.baseball
"If gamma ray bursters are extragalactic, would absorption from the
galaxy be expected?  How transparent is the galactic core to gamma
rays?

How much energy does a burster put out?  I know energy depends on
distance, which is unknown.  An answer of the form _X_ ergs per
megaparsec^2 is OK.

",sci.space
"/ iftccu:talk.politics.guns / steiner@jupiter.ca.boeing.com / 12:07 am  Apr 15, 1993 /

Also, you need to consider our legal system.  Since any of these things
CAN be lethal, you are going to have a hard time explaining why you applied 
lethal force when you DIDN'T think it was necessary.  (If you thought lethal
force was necessary, you wouldn't be using rubber bullets, would you?) Ouch.  
If you are justified in shooting them at all, you are justified in using 
the best self defense ammunition you can get your hands on.  It might actually
IMPROVE the legal outcome.

This is why hollow points hold up in court.  They are safer for you, safer
for innocent by standers, (don't as a rule go through the perp) and actually
safer for the perp.  If you are using military hard ball, you may have to 
shoot him 'MANY' times, where one or two hollow points might stop him and 
do the job.  As a rule, the fewer wound channels, the better the chance 
for his surviving the incident.",talk.politics.guns
"
As I heard the story, before Albert came up the the theory
o'relativity and warped space, nobody could account for
Mercury's orbit.  It ran a little fast (I think) for simple
Newtonian physics.  With the success in finding Neptune to
explain the odd movments of Uranus, it was postulated that there
might be another inner planet to explain Mercury's orbit.  

It's unlikely anything bigger than an asteroid is closer to the
sun than Mercury.  I'm sure we would have spotted it by now.
Perhaps some professionals can confirm that.
",sci.space
"As quoted from <1993Apr5.172734.8744@icd.ab.com> by kdw@icd.ab.com (Kenneth D. Whitehead):


There were some significant differences.  Whereas the Branch Davidians are
reported to have gotten along rather well with their neighbors, the MOVE
people are generally conceded to have gone far out of the way to antagonize
their BLACK neighbors, using loudspeakers to all hours of the night, keeping
large piles of garbage, promoting rat and insect infestation, and allegedly
threatening to kidnap their neighbors' children.

Still the same sort of questions regarding use of force remain in that case.
",talk.politics.guns
"
       Here's a question:  If most marijuana is domestic and
producing it here is economical, why would we expect it to be
imported?


       Yet it was done.  Done quite successfully for a number of years.
*Somebody* thought it was worth the risk.


       Your assumption is that this ""low"" dollar/pound area is
sufficiently low as to make gun-running unprofitable.  On what
do you base this?  

       And given that smuggling channels are already established,
and given the economies of scale, would it really add significantly
more expense to start smuggling firearms, especially considering
doing so would be less hazardous (in terms of getting caught) than
drugs?


       Now *that* was a jump.  In any case, define ""local.""  It's
a big country.
 

       Wow, you gotta love the speculation.

       As I posted before, we import billions upon billions of raw
ores across the Mexican border.  Not only that but ships come in and
out of U.S. harbors every day full stuff.  And customs doesn't even
have the extra advantage of being able to sniff them out.  

       I'd be willing to wager that a shipload of handguns would be
worth more than a shipload of raw ore, *and* you're virtually guaranteed
to get it past customs, because they'd have to hand search every hold of
every ship which came through.

       It's not simply a matter of how much money are they worth, but how
much *more* money are they worth than other goods, based on the likelihood
of being caught.  Less money than drugs, but also a safer thing to smuggle.
",talk.politics.guns
"Which works fine until you end up in the hospital because you were hit on the
head and your wallet, with your insurance card, is stolen.  This happened to 
me, and it took six months to sort the mess out.  These sorts of plans sound
nice at first, but in the end they just create a lot of paperwork and
bureaucracy to deal with all the checking and filing they involve.",talk.politics.guns
"
Geez.  Everyone comes up with Clark, Williams, Thompson.  These guys
were all up in 1987.  That's ancient history.  So in the last 6 years,
noone, right?  Beck doesn't count.  I said 2 solid years.


Let's see what he does w/o the help of a pitchout every other pitch.
As I remember, even Bob Brenly had a good throwout percentage under
Roger Craig, who loved to sacrifice the count for runners being thrown
out.  Of course, he suffered from 3 ball 1 strike homers a lot too.
I am not a big fan of Manwaring.
",rec.sport.baseball
"





I meant to comment on this at the time.

There's just no way baserunning could be that important - if it was,
runs created wouldn't be nearly as accurate as it is.  

Runs Created is usually about 90-95% accurate on a team level, and
there's a lot more than baserunning that has to account for the
remaining percent.",rec.sport.baseball
